subdivisionCode,latLng
JO-AJ,"32.3138,35.6961"
JO-AM,"31.669,36.306"
JO-AQ,"29.9982,35.2201"
JO-AT,"30.7997,35.7378"
JO-AZ,"31.8579,36.8598"
JO-BA,"31.9783,35.6585"
JO-IR,"32.5013,35.8216"
JO-JA,"32.2612,35.8725"
JO-KA,"31.1257,35.8247"
JO-MA,"32.1934,37.4473"
JO-MD,"31.6185,35.706"
JO-MN,"30.2252,36.5225"
JP-01,"43.452,142.8198"
JP-02,"40.8869,140.5901"
JP-03,"39.5714,141.4254"
JP-04,"38.388,140.9761"
JP-05,"39.6899,140.3426"
JP-06,"38.4747,140.0832"
JP-07,"37.3663,140.2512"
JP-08,"36.287,140.4703"
JP-09,"36.6782,139.8097"
JP-10,"36.522,139.0335"
JP-11,"35.9754,139.416"
JP-12,"35.5494,140.2647"
JP-13,"35.6769,139.7639"
JP-14,"35.4343,139.3748"
JP-15,"37.6452,138.7669"
JP-16,"36.6468,137.2184"
JP-17,"36.9891,136.8163"
JP-18,"35.9264,136.6068"
JP-19,"35.6399,138.638"
JP-20,"36.1144,138.0319"
JP-21,"35.7867,137.0461"
JP-22,"34.9332,138.0955"
JP-23,"34.9992,137.2546"
JP-24,"34.734,136.5154"
JP-25,"35.2472,136.1094"
JP-26,"35.2426,135.4546"
JP-27,"34.6199,135.4904"
JP-28,"34.9149,134.8607"
JP-29,"34.2963,135.8817"
JP-30,"33.807,135.5931"
JP-31,"35.3555,133.8679"
JP-32,"34.9418,132.5374"
JP-33,"34.8581,133.7759"
JP-34,"34.5667,132.7536"
JP-35,"34.238,131.5874"
JP-36,"33.9196,134.251"
JP-37,"34.248,134.0587"
JP-38,"33.6014,132.8185"
JP-39,"33.6569,133.5606"
JP-40,"33.6251,130.618"
JP-41,"33.2185,130.1297"
JP-42,"33.1155,129.7874"
JP-43,"32.645,130.6341"
JP-44,"33.182,131.427"
JP-45,"32.0977,131.2945"
JP-46,"31.5216,130.5474"
JP-47,"26.5708,128.0256"
KE-01,"0.714,36.0173"
KE-02,"-0.7196,35.24"
KE-03,"0.7829,34.7192"
KE-04,"0.3712,34.2648"
KE-05,"0.7422,35.5618"
KE-06,"-0.5359,37.6653"
KE-07,"-0.5236,40.3564"
KE-08,"-0.564,34.3188"
KE-09,"1.0061,38.7479"
KE-10,"-2.1217,36.7863"
KE-11,"0.4957,34.8015"
KE-12,"-0.321,35.2261"
KE-13,"-1.0364,36.8431"
KE-14,"-3.1507,39.6751"
KE-15,"-0.4689,37.3028"
KE-16,"-0.7389,34.754"
KE-17,"-0.1971,34.7779"
KE-18,"-1.5642,38.3728"
KE-19,"-4.1836,39.1051"
KE-20,"0.2858,36.8258"
KE-21,"-2.0645,40.7281"
KE-22,"-1.279,37.3953"
KE-23,"-2.2571,37.8772"
KE-24,"3.2285,40.7056"
KE-25,"2.858,37.7155"
KE-26,"0.2255,37.7773"
KE-27,"-1.0192,34.3095"
KE-28,"-4.0386,39.6485"
KE-29,"-0.8317,37.0049"
KE-30,"-1.3026,36.8288"
KE-31,"-0.4598,36.1008"
KE-32,"0.2254,35.1245"
KE-33,"-1.2779,35.4774"
KE-34,"-0.6518,34.9342"
KE-35,"-0.3917,36.4977"
KE-36,"-0.3212,36.9296"
KE-37,"1.5394,36.9422"
KE-38,"-0.0604,34.2001"
KE-39,"-3.4178,38.3671"
KE-40,"-1.5365,39.5508"
KE-41,"-0.1937,37.9614"
KE-42,"1.0455,34.979"
KE-43,"2.7656,35.5977"
KE-44,"0.4772,35.3051"
KE-45,"0.0819,34.7084"
KE-46,"1.9394,40.0247"
KE-47,"1.8799,35.2106"
KG-B,"39.7931,70.8512"
KG-C,"42.6672,75.2094"
KG-GB,"42.8761,74.6037"
KG-GO,"40.4936,72.77"
KG-J,"41.5107,73.2283"
KG-N,"41.3671,75.9932"
KG-O,"40.1622,73.3667"
KG-T,"42.4194,72.1416"
KG-Y,"42.0614,78.162"
KH-1,"13.7989,102.8863"
KH-10,"12.6783,106.0582"
KH-11,"12.7396,107.0088"
KH-12,"11.573,104.8578"
KH-13,"13.7463,104.974"
KH-14,"11.366,105.4557"
KH-15,"12.4663,103.7427"
KH-16,"13.9312,107.0391"
KH-17,"13.315,103.8054"
KH-18,"10.7322,103.7596"
KH-19,"13.8525,106.089"
KH-2,"12.9257,103.2317"
KH-20,"11.195,105.7968"
KH-21,"10.9359,104.7796"
KH-22,"14.1586,103.7828"
KH-23,"10.4022,104.2651"
KH-24,"12.8905,102.6295"
KH-25,"11.9506,105.8245"
KH-3,"12.1175,105.208"
KH-4,"12.1382,104.3354"
KH-5,"11.5775,104.2714"
KH-6,"12.6688,104.8879"
KH-7,"10.6315,104.1326"
KH-8,"11.3963,105.0208"
KH-9,"11.6813,103.0258"
KI-G,"-1.2395,175.2969"
KI-L,"1.872,-157.3842"
KI-P,"-2.8155,-171.6711"
KM-A,"-12.2266,44.4107"
KM-G,"-11.6526,43.331"
KM-M,"-12.3205,43.7204"
KN-01,"17.362,-62.7687"
KN-02,"17.3695,-62.8371"
KN-03,"17.2392,-62.6424"
KN-04,"17.1321,-62.5601"
KN-05,"17.1766,-62.5721"
KN-06,"17.3873,-62.7992"
KN-07,"17.113,-62.5998"
KN-08,"17.3478,-62.7387"
KN-09,"17.3949,-62.8358"
KN-10,"17.1399,-62.6163"
KN-11,"17.3256,-62.7218"
KN-12,"17.1609,-62.6103"
KN-13,"17.3431,-62.8108"
KN-15,"17.3145,-62.7685"
KN-K,"17.3157,-62.7447"
KN-N,"17.1509,-62.5853"
KP-01,"39.0168,125.7474"
KP-02,"39.5417,126.0648"
KP-03,"40.0643,125.2356"
KP-04,"40.7199,126.5391"
KP-05,"38.2628,125.4769"
KP-06,"38.571,126.2466"
KP-07,"38.8354,127.5147"
KP-08,"40.1199,127.5991"
KP-09,"41.9099,129.3691"
KP-10,"41.0998,128.169"
KP-13,"42.2497,130.3113"
KP-14,"38.7367,125.4115"
KP-15,"37.9717,126.5528"
KR-11,"37.5667,126.9783"
KR-26,"35.18,129.0752"
KR-27,"35.8713,128.6018"
KR-28,"37.456,126.7052"
KR-29,"35.1595,126.8515"
KR-30,"36.3497,127.3849"
KR-31,"35.5392,129.3119"
KR-41,"37.2885,127.0535"
KR-42,"37.885,127.7297"
KR-43,"36.6357,127.4915"
KR-44,"36.6593,126.6729"
KR-45,"35.8199,127.109"
KR-46,"34.8159,126.4629"
KR-47,"36.5754,128.5058"
KR-48,"35.2382,128.6925"
KR-49,"33.4888,126.4987"
KR-50,"36.48,127.289"
KW-AH,"28.8539,48.1652"
KW-FA,"29.2483,47.9137"
KW-HA,"29.3237,48.1153"
KW-JA,"29.5205,47.3062"
KW-KU,"29.0926,48.5134"
KW-MU,"29.2326,48.1192"
KZ-10,"48.8935,80.5327"
KZ-11,"51.8742,69.8582"
KZ-15,"48.2553,59.4499"
KZ-19,"43.6137,77.1358"
KZ-23,"47.6606,50.8062"
KZ-27,"49.5568,50.2227"
KZ-31,"44.4168,72.1342"
KZ-33,"45.6961,78.9757"
KZ-35,"49.1767,74.1811"
KZ-39,"52.0616,62.9373"
KZ-43,"45.2059,63.9155"
KZ-47,"43.7362,53.1681"
KZ-55,"51.8112,76.4285"
KZ-59,"53.9797,69.0451"
KZ-61,"42.4267,68.0029"
KZ-62,"47.5696,68.2121"
KZ-63,"49.0974,84.7658"
KZ-71,"51.116,71.4677"
KZ-75,"43.2364,76.9457"
KZ-79,"42.2944,69.6381"
LA-AT,"14.7907,107.1008"
LA-BK,"20.3174,100.3958"
LA-BL,"18.5807,104.1492"
LA-CH,"14.8828,105.8421"
LA-HO,"20.2355,103.6203"
LA-KH,"17.5842,105.2471"
LA-LM,"20.933,101.0587"
LA-LP,"20.2115,102.6127"
LA-OU,"20.2386,101.7537"
LA-PH,"21.6768,102.2773"
LA-SL,"15.8713,106.339"
LA-SV,"16.5002,105.7156"
LA-VI,"18.6845,102.0743"
LA-VT,"18.1205,102.6505"
LA-XA,"19.2495,101.7228"
LA-XE,"15.866,106.9638"
LA-XI,"19.418,103.3558"
LA-XS,"18.8632,103.0345"
LB-AK,"34.5555,36.2016"
LB-AS,"34.3318,35.9437"
LB-BA,"33.8892,35.5026"
LB-BH,"34.1683,36.3135"
LB-BI,"33.6746,35.8334"
LB-JA,"33.2856,35.3038"
LB-JL,"33.7641,35.6043"
LB-NA,"33.2836,35.4898"
LC-01,"13.9147,-61.0077"
LC-02,"13.9526,-60.9878"
LC-03,"13.8021,-61.0395"
LC-05,"13.9236,-60.9248"
LC-06,"14.0361,-60.9312"
LC-07,"13.7896,-61.0049"
LC-08,"13.8268,-60.9428"
LC-10,"13.8522,-61.0238"
LC-11,"13.773,-60.958"
LC-12,"13.8951,-61.0288"
LI-01,"47.0689,9.5062"
LI-02,"47.2126,9.5233"
LI-03,"47.2191,9.5102"
LI-04,"47.2197,9.5418"
LI-05,"47.1859,9.5452"
LI-06,"47.2398,9.5263"
LI-07,"47.1663,9.5103"
LI-08,"47.2312,9.5458"
LI-09,"47.107,9.5275"
LI-10,"47.1186,9.5434"
LI-11,"47.1393,9.5228"
LK-1,"6.8275,79.9313"
LK-11,"6.8477,79.9258"
LK-12,"7.119,79.916"
LK-13,"6.5745,80.0286"
LK-2,"7.3819,80.7234"
LK-21,"7.2143,80.6401"
LK-22,"7.6982,80.6609"
LK-23,"7.0124,80.7572"
LK-3,"6.149,80.7318"
LK-31,"6.1054,80.152"
LK-32,"6.0583,80.5423"
LK-33,"6.1764,81.1321"
LK-4,"9.28,80.2828"
LK-41,"9.6985,80.0787"
LK-42,"9.4501,80.2442"
LK-43,"8.8807,79.9719"
LK-44,"8.8363,80.4889"
LK-45,"9.269,80.6294"
LK-5,"7.7596,81.585"
LK-51,"7.8381,81.5568"
LK-52,"7.0738,81.8323"
LK-53,"8.6286,81.2007"
LK-6,"7.9746,79.972"
LK-61,"7.728,80.2572"
LK-62,"7.9818,79.8293"
LK-7,"8.2827,80.4849"
LK-71,"8.3682,80.44"
LK-72,"7.9962,81.0492"
LK-8,"6.9609,81.2395"
LK-81,"7.0837,81.0891"
LK-82,"6.8775,81.3778"
LK-9,"6.8124,80.3355"
LK-91,"6.5796,80.5882"
LK-92,"7.1134,80.3217"
LR-BG,"6.9622,-9.7134"
LR-BM,"6.7178,-10.7882"
LR-CM,"7.0496,-11.1298"
LR-GB,"6.1641,-9.8957"
LR-GG,"5.8162,-8.0996"
LR-GK,"4.8493,-8.3309"
LR-GP,"7.2682,-10.3815"
LR-LO,"7.8824,-9.976"
LR-MG,"6.6054,-10.1758"
LR-MO,"6.4096,-10.6059"
LR-MY,"4.6355,-7.7282"
LR-NI,"6.8089,-8.7461"
LR-RG,"5.2654,-7.8856"
LR-RI,"5.9087,-9.3938"
LR-SI,"5.3233,-8.8436"
LS-A,"-29.5817,27.8243"
LS-B,"-28.803,28.5638"
LS-C,"-29.0183,28.2637"
LS-D,"-29.1964,27.9176"
LS-E,"-29.7893,27.4423"
LS-F,"-30.0697,27.8039"
LS-G,"-30.3601,27.9856"
LS-H,"-29.9657,28.7381"
LS-J,"-29.2191,29.0351"
LS-K,"-29.5699,28.5938"
LT-01,"56.2416,22.8626"
LT-02,"54.4024,24.034"
LT-03,"54.3648,23.8119"
LT-04,"55.535,25.0424"
LT-05,"54.5691,24.0595"
LT-06,"56.1755,24.8313"
LT-07,"54.0524,24.0223"
LT-08,"54.7633,24.7696"
LT-09,"55.4107,26.3013"
LT-10,"55.1168,24.2816"
LT-11,"56.2246,23.4866"
LT-12,"55.2176,22.9652"
LT-13,"54.8271,24.4264"
LT-14,"54.371,23.2002"
LT-15,"54.89,23.9558"
LT-16,"54.9616,23.7735"
LT-17,"54.7901,23.4483"
LT-18,"55.3396,24.0118"
LT-19,"55.6865,22.8612"
LT-20,"55.7043,21.1498"
LT-21,"55.679,21.5137"
LT-22,"55.9686,21.3604"
LT-23,"55.8667,25.0307"
LT-24,"54.1608,23.6776"
LT-25,"54.5355,23.4816"
LT-26,"56.2597,22.2867"
LT-27,"55.2282,25.4149"
LT-28,"55.4757,21.0926"
LT-29,"55.1603,21.8763"
LT-30,"56.0731,23.8319"
LT-31,"55.9662,21.0971"
LT-32,"55.7307,24.3399"
LT-33,"55.6592,24.3394"
LT-34,"56.0707,24.3843"
LT-35,"55.9539,21.8335"
LT-36,"54.6334,24.2205"
LT-37,"55.6934,23.6501"
LT-38,"55.3765,23.1989"
LT-39,"55.7241,22.0025"
LT-40,"55.9538,25.6813"
LT-41,"54.9149,23.078"
LT-42,"54.3174,25.238"
LT-43,"55.9055,23.3179"
LT-44,"55.9732,23.0698"
LT-45,"55.5252,22.216"
LT-46,"55.375,21.5404"
LT-47,"55.0096,24.8883"
LT-48,"56.2274,21.6899"
LT-49,"55.0697,25.9983"
LT-50,"55.3019,22.2211"
LT-51,"55.9117,22.408"
LT-52,"54.5642,24.7282"
LT-53,"55.3017,24.7373"
LT-54,"55.511,25.6934"
LT-55,"54.1726,24.4183"
LT-56,"54.5771,22.9419"
LT-57,"54.7005,25.3221"
LT-58,"54.7544,25.5993"
LT-59,"55.5854,26.4824"
LT-60,"55.7304,26.0388"
LT-AL,"54.2302,24.0788"
LT-KL,"55.7827,21.3496"
LT-KU,"55.0162,24.0862"
LT-MR,"54.6792,23.2004"
LT-PN,"55.9155,25.0309"
LT-SA,"55.9398,23.3938"
LT-TA,"55.3564,22.4052"
LT-TE,"56.0131,22.1367"
LT-UT,"55.4872,25.6386"
LT-VL,"54.8227,25.2497"
LU-CA,"49.635,5.9733"
LU-CL,"50.0575,5.9853"
LU-DI,"49.8703,6.1437"
LU-EC,"49.7952,6.3806"
LU-ES,"49.5189,5.9993"
LU-GR,"49.6729,6.3581"
LU-LU,"49.6048,6.1426"
LU-ME,"49.7579,6.1339"
LU-RD,"49.7953,5.9029"
LU-RM,"49.544,6.2996"
LU-VD,"49.9291,6.1603"
LU-WI,"49.9423,5.9051"
LV-002,"56.4875,25.2618"
LV-007,"57.43,27.1217"
LV-011,"57.1114,24.3455"
LV-015,"57.0754,27.3602"
LV-016,"56.4833,24.4315"
LV-022,"57.2159,25.3392"
LV-026,"56.5616,23.1046"
LV-033,"57.1765,26.6112"
LV-041,"56.6081,23.8672"
LV-042,"56.3585,25.7282"
LV-047,"56.0226,27.3988"
LV-050,"56.8418,21.9526"
LV-052,"56.7849,24.3208"
LV-054,"57.606,24.6375"
LV-056,"56.3517,26.3338"
LV-058,"56.508,27.8168"
LV-059,"56.8432,26.2273"
LV-062,"56.8946,23.8074"
LV-067,"56.7691,24.9763"
LV-068,"56.7722,23.9004"
LV-073,"56.3092,26.7713"
LV-077,"56.501,27.0569"
LV-080,"56.988,24.56"
LV-087,"56.8731,24.3675"
LV-088,"56.6398,22.4845"
LV-089,"57.2291,24.5274"
LV-091,"57.1664,24.8284"
LV-094,"57.3851,26.042"
LV-097,"57.3814,22.6529"
LV-099,"57.0025,23.0079"
LV-101,"57.7114,26.0165"
LV-102,"56.6248,26.5992"
LV-106,"57.2978,21.8654"
LV-111,"55.9415,26.3119"
LV-112,"56.5225,21.4596"
LV-113,"57.7346,25.395"
LV-DGV,"55.8712,26.5159"
LV-JEL,"56.6522,23.7292"
LV-JUR,"56.9727,23.7887"
LV-LPX,"56.5048,21.0071"
LV-REZ,"56.5063,27.3307"
LV-RIX,"56.9494,24.1052"
LV-VEN,"57.3904,21.5636"
LY-BA,"32.12,20.0812"
LY-BU,"30.1783,24.0531"
LY-DR,"31.8689,22.5825"
LY-GT,"26.0198,10.434"
LY-JA,"32.4874,21.709"
LY-JG,"30.7046,13.2234"
LY-JI,"32.5588,13.0707"
LY-JU,"28.0056,16.743"
LY-KF,"23.3324,22.084"
LY-MB,"32.4071,13.8622"
LY-MI,"31.4668,14.4931"
LY-MJ,"31.9109,21.1478"
LY-MQ,"24.5351,15.2592"
LY-NL,"30.6131,10.671"
LY-NQ,"32.7177,11.9896"
LY-SB,"26.9956,15.1065"
LY-SR,"29.9714,16.6771"
LY-TB,"32.7734,13.3319"
LY-WA,"29.1573,21.7496"
LY-WD,"26.4233,12.7184"
LY-WS,"27.6023,12.8638"
LY-ZA,"32.3787,12.5215"
MA-01,"35.2029,-5.551"
MA-02,"33.3202,-2.4238"
MA-03,"33.8333,-4.8556"
MA-04,"33.9204,-6.3676"
MA-05,"32.6407,-6.2071"
MA-06,"33.2627,-7.9639"
MA-07,"31.6049,-8.3654"
MA-08,"31.1835,-5.1395"
MA-09,"30.1877,-8.6322"
MA-10,"28.5274,-10.0316"
MA-11,"34.002,-6.8529"
MA-12,"23.2837,-15.0203"
MA-AGD,"30.6444,-9.6018"
MA-AOU,"22.0724,-14.4452"
MA-ASZ,"27.9783,-9.4936"
MA-AZI,"31.8664,-6.4242"
MA-BEM,"32.4543,-5.9826"
MA-BER,"34.8577,-2.4735"
MA-BES,"33.5137,-7.0601"
MA-BOD,"25.5312,-13.3533"
MA-BOM,"33.2636,-3.9233"
MA-BRR,"33.2586,-7.615"
MA-CAS,"33.5676,-7.6188"
MA-CHE,"35.1002,-5.0071"
MA-CHI,"31.2924,-8.8461"
MA-CHT,"30.0081,-9.3334"
MA-DRI,"34.9227,-3.5449"
MA-ERR,"31.1373,-4.2089"
MA-ESI,"31.3626,-9.5074"
MA-ESM,"26.8982,-10.4665"
MA-FAH,"35.7518,-5.5865"
MA-FES,"33.9616,-4.909"
MA-FIG,"32.7263,-2.6446"
MA-FQH,"32.4212,-6.7471"
MA-GUE,"28.8992,-9.9822"
MA-GUF,"34.1413,-3.4516"
MA-HAJ,"33.6988,-5.4929"
MA-HAO,"31.2807,-7.9252"
MA-HOC,"34.9577,-4.1934"
MA-IFR,"33.3529,-5.2509"
MA-INE,"30.3469,-9.4408"
MA-JDI,"33.0739,-8.3766"
MA-JRA,"34.1096,-2.0554"
MA-KEN,"34.5579,-6.3557"
MA-KES,"32.044,-7.3841"
MA-KHE,"33.6718,-6.262"
MA-KHN,"32.9876,-5.7122"
MA-KHO,"32.9264,-6.5877"
MA-LAA,"26.7617,-12.9797"
MA-LAR,"35.1919,-5.8545"
MA-MAR,"31.7203,-8.1542"
MA-MDF,"35.7615,-5.3994"
MA-MED,"33.4946,-7.4676"
MA-MEK,"34.0,-5.4984"
MA-MID,"32.4861,-4.7257"
MA-MOH,"33.6157,-7.3736"
MA-MOU,"34.1102,-5.0054"
MA-NAD,"35.0483,-2.8319"
MA-NOU,"33.4086,-7.6443"
MA-OUA,"30.8253,-7.2418"
MA-OUD,"34.7965,-1.9393"
MA-OUJ,"34.6675,-2.0366"
MA-OUZ,"34.7739,-5.4569"
MA-RAB,"33.9671,-6.8424"
MA-REH,"32.2182,-8.0763"
MA-SAF,"32.2494,-8.9942"
MA-SAL,"33.9744,-6.6557"
MA-SEF,"33.7931,-4.6447"
MA-SET,"32.7749,-7.4977"
MA-SIB,"32.6003,-8.5297"
MA-SIF,"29.328,-9.759"
MA-SIK,"34.4798,-5.5774"
MA-SIL,"34.2868,-6.0539"
MA-SKH,"33.7563,-6.8799"
MA-TAF,"27.537,-12.5761"
MA-TAI,"34.0593,-2.7756"
MA-TAO,"34.4395,-4.9209"
MA-TAR,"30.4458,-8.4952"
MA-TAT,"29.3862,-8.0379"
MA-TAZ,"34.288,-4.1586"
MA-TET,"35.4543,-5.4538"
MA-TIN,"31.3173,-5.7494"
MA-TIZ,"29.5919,-9.3478"
MA-TNG,"35.5654,-5.8529"
MA-TNT,"28.2105,-11.0873"
MA-YUS,"32.024,-8.5725"
MA-ZAG,"30.3033,-5.7811"
MC-CL,"43.7403,7.4266"
MC-CO,"43.7341,7.4218"
MC-FO,"43.7278,7.4183"
MC-GA,"43.7403,7.4266"
MC-JE,"43.7326,7.4148"
MC-LA,"43.7471,7.4341"
MC-MA,"43.7403,7.4266"
MC-MC,"43.7403,7.4266"
MC-MG,"43.7364,7.4175"
MC-MO,"43.731,7.4248"
MC-MU,"43.743,7.4263"
MC-PH,"43.7352,7.4267"
MC-SD,"43.7379,7.4201"
MC-SO,"43.7403,7.4266"
MC-SP,"43.7417,7.42"
MC-SR,"43.7508,7.4358"
MC-VR,"43.7481,7.4325"
MD-AN,"46.9238,29.2503"
MD-BA,"47.7768,27.9252"
MD-BD,"46.8207,29.4499"
MD-BR,"48.278,26.9403"
MD-BS,"46.3985,28.9022"
MD-CA,"45.8103,28.2924"
MD-CL,"47.3028,28.3065"
MD-CM,"46.5922,28.8111"
MD-CR,"47.2083,28.9836"
MD-CS,"46.605,29.2608"
MD-CT,"46.2497,28.3464"
MD-CU,"47.0245,28.8323"
MD-DO,"48.2168,27.6025"
MD-DR,"48.0308,27.8213"
MD-DU,"47.3177,29.1221"
MD-ED,"48.1453,27.2723"
MD-FA,"47.5746,27.6821"
MD-FL,"47.881,28.2713"
MD-GA,"46.207,28.7636"
MD-GL,"47.7274,27.4842"
MD-HI,"46.8469,28.4179"
MD-IA,"46.8661,28.8136"
MD-LE,"46.5217,28.4014"
MD-NI,"47.0825,28.1631"
MD-OC,"48.3537,27.4405"
MD-OR,"47.4002,28.7615"
MD-RE,"47.7047,28.7967"
MD-RI,"47.924,27.4492"
MD-SD,"47.8449,28.6659"
MD-SI,"47.6723,28.18"
MD-SN,"47.7599,29.1176"
MD-SO,"48.1643,28.1616"
MD-ST,"47.1618,28.5428"
MD-SV,"46.516,29.6603"
MD-TA,"45.8973,28.6228"
MD-TE,"47.5664,28.5248"
MD-UN,"47.2569,27.8911"
ME-01,"42.722,19.7546"
ME-02,"42.1365,19.1501"
ME-03,"42.8304,19.8429"
ME-04,"43.0788,19.6921"
ME-05,"42.2593,18.9206"
ME-06,"42.4783,18.898"
ME-07,"42.6121,19.1008"
ME-08,"42.5043,18.544"
ME-09,"42.7893,19.4247"
ME-10,"42.4483,18.7871"
ME-11,"42.9769,19.4711"
ME-12,"42.8416,18.8127"
ME-13,"42.6088,19.9651"
ME-14,"43.3121,19.306"
ME-15,"43.1467,18.8215"
ME-16,"42.5251,19.3798"
ME-17,"42.8672,20.1905"
ME-18,"42.9788,19.1671"
ME-19,"42.4202,18.7198"
ME-20,"41.9652,19.3155"
ME-21,"43.1293,19.1532"
ME-22,"42.5481,19.8234"
ME-23,"42.9257,19.9829"
ME-24,"42.4077,19.3899"
ME-25,"42.3196,19.2265"
MG-A,"-17.7508,48.7525"
MG-D,"-13.723,49.1802"
MG-F,"-21.7432,46.6146"
MG-M,"-16.5944,46.172"
MG-T,"-18.8041,47.2272"
MG-U,"-21.8959,44.2787"
MH-ALK,"10.341,169.9419"
MH-ALL,"7.4125,168.7316"
MH-ARN,"7.0812,171.6563"
MH-AUR,"8.2674,171.0882"
MH-EBO,"4.6333,168.7167"
MH-ENI,"11.4206,162.3406"
MH-JAB,"7.7515,168.9774"
MH-JAL,"6.0,169.5833"
MH-KIL,"5.6433,169.1225"
MH-KWA,"9.1258,167.574"
MH-L,"8.2308,167.7953"
MH-LAE,"8.9367,166.2321"
MH-LIB,"8.3137,167.3751"
MH-LIK,"9.8269,169.3074"
MH-MAJ,"7.091,171.3816"
MH-MAL,"8.7602,171.0486"
MH-MEJ,"10.2763,170.8645"
MH-MIL,"6.1333,171.9167"
MH-NMK,"5.6171,168.1117"
MH-NMU,"7.9871,168.1616"
MH-RON,"11.1621,166.8926"
MH-T,"8.6151,170.8206"
MH-UJA,"9.0812,165.6123"
MH-UTI,"11.2475,169.7876"
MH-WTH,"10.1031,165.9677"
MH-WTJ,"9.4529,170.0722"
MK-101,"41.7665,21.7255"
MK-102,"41.6134,21.8861"
MK-103,"41.3939,22.2488"
MK-104,"41.3051,21.9959"
MK-105,"41.7564,21.9256"
MK-106,"41.5089,22.1808"
MK-107,"41.5002,21.9057"
MK-108,"41.8764,21.9689"
MK-109,"41.6077,21.5778"
MK-201,"41.6697,22.8174"
MK-202,"41.8607,22.5928"
MK-203,"41.9374,22.7597"
MK-204,"41.8374,22.4287"
MK-205,"41.7982,22.3031"
MK-206,"41.993,22.4234"
MK-207,"42.0555,22.5707"
MK-208,"41.7841,22.8747"
MK-209,"41.9638,22.1643"
MK-210,"41.8753,22.29"
MK-211,"41.7171,22.186"
MK-301,"41.2445,20.5736"
MK-303,"41.4953,20.6749"
MK-304,"41.3019,20.853"
MK-307,"41.4999,20.9328"
MK-308,"41.6526,21.2236"
MK-310,"41.0813,20.7845"
MK-311,"41.4536,21.1062"
MK-312,"41.2552,20.7032"
MK-313,"41.4706,20.5866"
MK-401,"41.1924,22.5994"
MK-402,"41.4815,22.7754"
MK-403,"41.3374,22.5157"
MK-404,"41.554,22.6876"
MK-405,"41.253,22.3899"
MK-406,"41.2253,22.704"
MK-407,"41.5206,22.4036"
MK-408,"41.4328,22.8901"
MK-409,"41.6505,22.4785"
MK-410,"41.4079,22.6385"
MK-501,"41.0429,21.2714"
MK-502,"41.2592,21.1553"
MK-503,"41.4818,21.406"
MK-504,"41.3238,21.3819"
MK-505,"41.3506,21.2618"
MK-506,"41.1769,21.4079"
MK-507,"41.0188,21.6585"
MK-508,"41.2803,21.6326"
MK-509,"41.0328,20.9918"
MK-601,"41.9467,20.8523"
MK-602,"41.8885,21.0101"
MK-603,"41.8773,20.84"
MK-604,"41.7595,20.915"
MK-605,"41.9263,21.1176"
MK-606,"42.1006,21.1491"
MK-607,"41.6441,20.6591"
MK-608,"42.0963,21.05"
MK-609,"42.0455,20.8835"
MK-701,"42.0962,22.1687"
MK-702,"42.2441,22.3335"
MK-703,"42.1143,21.794"
MK-704,"42.1658,21.5843"
MK-705,"42.2127,22.1321"
MK-706,"42.2319,21.9082"
MK-801,"41.9678,21.509"
MK-802,"42.0421,21.5874"
MK-803,"42.087,21.4606"
MK-804,"42.0283,21.5037"
MK-805,"42.0548,21.3238"
MK-806,"41.8322,21.5582"
MK-807,"41.9977,21.6153"
MK-808,"42.0043,21.3942"
MK-809,"41.9499,21.4849"
MK-810,"41.9099,21.6941"
MK-811,"42.0024,21.2517"
MK-812,"41.8485,21.2972"
MK-813,"41.8264,21.4121"
MK-814,"41.9965,21.431"
MK-815,"42.0106,21.4385"
MK-816,"42.1458,21.3843"
MK-817,"42.0491,21.4121"
ML-1,"13.8002,-10.2246"
ML-10,"20.8583,-3.3982"
ML-2,"13.4812,-7.6107"
ML-3,"11.5297,-6.8663"
ML-4,"14.0488,-6.0047"
ML-5,"14.5145,-3.6465"
ML-6,"16.2097,-3.0281"
ML-7,"17.0024,-0.0991"
ML-8,"19.8021,0.7253"
ML-9,"16.6517,2.8263"
ML-BKO,"12.6493,-8.0003"
MM-01,"24.4741,95.475"
MM-02,"18.2457,96.1005"
MM-03,"20.2748,94.7362"
MM-04,"20.9872,95.7657"
MM-05,"12.1092,98.8165"
MM-06,"16.6476,96.1129"
MM-07,"16.834,95.1805"
MM-11,"26.0208,97.4919"
MM-12,"19.2813,97.3292"
MM-13,"17.1863,97.7499"
MM-14,"22.0182,93.5038"
MM-15,"17.0833,97.3337"
MM-16,"19.5213,94.0072"
MM-17,"21.5122,98.0098"
MM-18,"19.8736,96.1275"
MN-035,"49.0244,104.2999"
MN-037,"49.3767,106.2901"
MN-039,"47.886,110.4201"
MN-041,"50.2206,99.917"
MN-043,"46.8998,92.296"
MN-046,"49.6314,92.9558"
MN-047,"47.7529,105.6151"
MN-049,"49.391,107.0629"
MN-051,"46.2093,113.5077"
MN-053,"43.2824,104.1134"
MN-055,"45.8297,102.7238"
MN-057,"48.2568,96.3016"
MN-059,"45.5187,106.2612"
MN-061,"47.6773,115.2177"
MN-063,"44.418,109.7784"
MN-064,"46.4611,108.5173"
MN-065,"45.3463,95.9326"
MN-067,"48.9521,103.3966"
MN-069,"45.2381,99.5147"
MN-071,"48.547,89.8549"
MN-073,"47.8626,101.0316"
